# mapping_set_id: https://w3id.org/aas-dpp/mappings
# license: https://creativecommons.org/licenses/by/4.0/
# subject_source: admin-shell-io/submodel-templates@main
# comment: identifiers that cannot be used as an RDF IRI as written,
#   and the construction that gives each one. Identifiers that are
#   already legal IRIs are used unchanged and are not listed.
subject_id	subject_label	predicate_id	object_id	mapping_justification	subject_source	subject_source_version	object_source	mapping_tool	confidence	subject_type	comment
urn:irdi:0173-1#02-ABL825#001	Property	skos:exactMatch	https://w3id.org/aas-dpp/id/fc311d3df70d20184c7950428927ca9f4c366e7a151e28713abc678aec16b607	aas-dpp-hash	admin-shell-io/submodel-templates	main	other URN	dpp_map.py	0.5	GlobalReference	members=supplementalSemanticIds; dereferences=no
urn:irdi:0173-1#02-ABL834#001	Property	skos:exactMatch	https://w3id.org/aas-dpp/id/cbbf57c9760e4eeac6a6c0658a41467007df49e20e59ef59965bc1309dfed7ac	aas-dpp-hash	admin-shell-io/submodel-templates	main	other URN	dpp_map.py	0.5	GlobalReference	members=supplementalSemanticIds; dereferences=no
urn:irdi:0173-1#02-ABL840#001	Property|SubmodelElementCollection	skos:exactMatch	https://w3id.org/aas-dpp/id/bca70f2f9fb1ac7be7d69533f1819504e76fd937c14c9ad50a5989df217f1715	aas-dpp-hash	admin-shell-io/submodel-templates	main	other URN	dpp_map.py	0.5	GlobalReference	members=supplementalSemanticIds; dereferences=no
urn:irdi:0173-1#02-ABL847#001	Property|SubmodelElementCollection	skos:exactMatch	https://w3id.org/aas-dpp/id/5480ec94a60de668186f9274cb505700600075cc642e756e6497b1321a634ead	aas-dpp-hash	admin-shell-io/submodel-templates	main	other URN	dpp_map.py	0.5	GlobalReference	members=supplementalSemanticIds; dereferences=no
urn:irdi:0173-1#02-ABL848#001	SubmodelElementList	skos:exactMatch	https://w3id.org/aas-dpp/id/12306cfd53819eaa05dcccce5734d64633c7cd01e5c40e7174964dbf289b1d9f	aas-dpp-hash	admin-shell-io/submodel-templates	main	other URN	dpp_map.py	0.5	GlobalReference	members=supplementalSemanticIds; dereferences=no
urn:irdi:0173-1#02-ABL849#001	Property|SubmodelElementCollection	skos:exactMatch	https://w3id.org/aas-dpp/id/81ba43704d355ef211f013802d987a921855f61924d7e2601ac17c309684b336	aas-dpp-hash	admin-shell-io/submodel-templates	main	other URN	dpp_map.py	0.5	GlobalReference	members=supplementalSemanticIds; dereferences=no
urn:irdi:0173-1#02-ABL850#001	Property|SubmodelElementCollection	skos:exactMatch	https://w3id.org/aas-dpp/id/78434f71a7ec1daaae0f90e1c83e7f16ce4af93b1d891674e89ad9d0e0d3b96f	aas-dpp-hash	admin-shell-io/submodel-templates	main	other URN	dpp_map.py	0.5	GlobalReference	members=supplementalSemanticIds; dereferences=no
urn:irdi:0173-1#02-ABL853#001	SubmodelElementCollection	skos:exactMatch	https://w3id.org/aas-dpp/id/13a3cdcdbe60b4c2429f758cf07203b70aba888f5410de23169aa7331a19572f	aas-dpp-hash	admin-shell-io/submodel-templates	main	other URN	dpp_map.py	0.5	GlobalReference	members=supplementalSemanticIds; dereferences=no
urn:irdi:0173-1#02-ABL854#001	SubmodelElementList	skos:exactMatch	https://w3id.org/aas-dpp/id/3834b9bce17ccb05d8eff6bd581c5275ad14413a516737798cab841c099dfd03	aas-dpp-hash	admin-shell-io/submodel-templates	main	other URN	dpp_map.py	0.5	GlobalReference	members=supplementalSemanticIds; dereferences=no
urn:irdi:0173-1#02-ABL855#001	SubmodelElementList	skos:exactMatch	https://w3id.org/aas-dpp/id/890c3bdd4628d0ca1a0e5cd3c9d4cf77b97b41094e2c26ab943f1eec2e7ee9c7	aas-dpp-hash	admin-shell-io/submodel-templates	main	other URN	dpp_map.py	0.5	GlobalReference	members=supplementalSemanticIds; dereferences=no
urn:irdi:0173-1#02-ABL856#001	SubmodelElementList	skos:exactMatch	https://w3id.org/aas-dpp/id/b419862852b11277a3e777c46ff05b811e6f411edecf83e12fbbc263888bab07	aas-dpp-hash	admin-shell-io/submodel-templates	main	other URN	dpp_map.py	0.5	GlobalReference	members=supplementalSemanticIds; dereferences=no
urn:irdi:0173-1#02-ABL867#001	Property	skos:exactMatch	https://w3id.org/aas-dpp/id/69000e53063ec7fcd44af9c39b1a63dc914d7cff2552dbe7b20128f8da870291	aas-dpp-hash	admin-shell-io/submodel-templates	main	other URN	dpp_map.py	0.5	GlobalReference	members=supplementalSemanticIds; dereferences=no
urn:irdi:0173-1#02-ABL868#001	Property|SubmodelElementCollection	skos:exactMatch	https://w3id.org/aas-dpp/id/ff7feee77caf9f88f06b866a2b235be77cb0c7d11285ca0b023e67120035d655	aas-dpp-hash	admin-shell-io/submodel-templates	main	other URN	dpp_map.py	0.5	GlobalReference	members=supplementalSemanticIds; dereferences=no
urn:irdi:0173-1#02-ABL870#001	Property|SubmodelElementCollection	skos:exactMatch	https://w3id.org/aas-dpp/id/35a986697aab6049506afa729bab6802b6666ac17af6222df4e291cf5981cdd6	aas-dpp-hash	admin-shell-io/submodel-templates	main	other URN	dpp_map.py	0.5	GlobalReference	members=supplementalSemanticIds; dereferences=no
urn:iridi:0173-1#02-ABL851#001	Property	skos:exactMatch	https://w3id.org/aas-dpp/id/8bb605071d620da293bdf28c3874a0ecb9d47d9b3510d19cff1f1b88e52bae54	aas-dpp-hash	admin-shell-io/submodel-templates	main	other URN	dpp_map.py	0.5	GlobalReference	members=supplementalSemanticIds; dereferences=no
